"","X.x","album_ids","track","track_id","runtime","year","title","category","album","artist","large_image","med_image","small_image","X.y","lyrics"
"33",33,"4PgleR09JVnm3zY1fW3XBA","Straight up & Down","2mrZYZGmPFV3QOyYPZ1zsn",198186,2017,"60th Annual GRAMMY Awards  (2017)","Album Of The Year","24K Magic","Bruno Mars","https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00001e02232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5",33,"Ooh-ooh-ooh

Girl, I bet your momma named you good lookin'
'Cause you sure look good to me
My attention, oh, yes, you just took it
You're probably the finest thing that I ever seen
And nobody at the party droppin' it low
Like the way that you do

You got me sayin', damn girl
Break it down for me
Take it nice and slow
Let me watch while you turn around
Just back it up on me girl, right now, right now

I got your body rockin' side to side (Straight up)
I put you on and now you're feelin' right (Straight up)
I know exactly what is on your mind (Straight up)
Oh, baby we gon' have some fun tonight

Straight up and down
(Straight up, straight up, straight up)
Straight up and down
(Straight up, straight up, straight up)
Ooh, I know exactly what is on your mind
...

******* This Lyrics is NOT for Commercial use *******"
"34",34,"4PgleR09JVnm3zY1fW3XBA","Calling All My Lovelies","6ObpR8ek44tvWefQRcSo8K",250080,2017,"60th Annual GRAMMY Awards  (2017)","Album Of The Year","24K Magic","Bruno Mars","https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00001e02232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5",34,"I got too many girls on hold for you to be so bold
Too many on my team for you to act so mean
You say you wanna go and have fun, well you ain't the only one
If I ring, don't let it ring too long or I'm gone

I got Alicia waitin', Aisha waitin'
All the eesha's waitin' on me
So why you contemplatin'? Playa hatin'?
If this is how it's gonna be

I'm calling all my lovelies
(Calling all my lovelies)
'Cause I can't get a hold of you
Since you ain't thinking of me
(Since you ain't thinking of me)
Oh, look what you making me do

Honey pie, I'm far too fly to be on standby
...

******* This Lyrics is NOT for Commercial use *******"
"35",35,"4PgleR09JVnm3zY1fW3XBA","Finesse","5XMkENs3GfeRza8MfVAhjK",191000,2017,"60th Annual GRAMMY Awards  (2017)","Album Of The Year","24K Magic","Bruno Mars","https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00001e02232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5",35,"Ooh, don't we look good together?
There's a reason why they watch all night long (All night long)
Yeah, I know we'll turn heads forever
So tonight, I'm gonna show you off

When I'm walkin' with you (When I'm walkin' with you)
I watch the whole room change (I watch the whole room change)
Baby, that's what you do (Baby, that's what you do)
No, my baby, don't play
Blame it on my confidence
Oh, blame it on your measurements
Shut that shit down on sight
That's right

We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know it

We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know it

Now, slow it down for me, baby (Slow it down, girl)
'Cause I love the way it feels when we grind (When we grind)
Yeah, our connection's so magnetic on the floor
...

******* This Lyrics is NOT for Commercial use *******"
"36",36,"4PgleR09JVnm3zY1fW3XBA","Too Good to Say Goodbye","0B0tYbVp7pDQAqKDhgMeaL",281826,2017,"60th Annual GRAMMY Awards  (2017)","Album Of The Year","24K Magic","Bruno Mars","https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00001e02232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5",36,"I've made mistakes
I could have treated you better
I let you get away
There goes my happily ever after

Tell me why, why can't we try and start again?
This can't be how our story ends
You're more than my girl, you're my best friend
Tell me you remember when
Oooh, I was your man and you were my girl
It was you and me against the world

Baby, ain't nobody gonna love me like the way you do
And you ain't never gonna find a love like mine
Tell me what can I do to make it up to you?
'Cause what we got's too good to say goodbye, goodbye

Yeah, I'm still in love with you darlin'
I know you feel the same
...

******* This Lyrics is NOT for Commercial use *******"
"37",37,"0K4pIOOsfJ9lK8OjrZfXzd","Hello","4sPmO7WMQUAf45kwMOtONw",295493,2016,"59th Annual GRAMMY Awards  (2016)","Album Of The Year","25","Adele","https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d00001e024c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12",37,"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya
But I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
...

******* This Lyrics is NOT for Commercial use *******"
"38",38,"0K4pIOOsfJ9lK8OjrZfXzd","Send My Love (To Your New Lover)","4BHzQ9C00ceJxfG16AlNWb",223080,2016,"59th Annual GRAMMY Awards  (2016)","Album Of The Year","25","Adele","https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d00001e024c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12",38,"Just the guitar? Okay, cool...

This was all you, none of it me
You put your hands on, on my body and told me
Mmm, told me you were ready
For the big one, for the big jump
I'd be your last love, everlasting, you and me
Mmm, that was what you told me

I'm giving you up
I've forgiven it all
You set me free...

Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more...

I was too strong, you were trembling
You couldn't handle the hot heat rising (rising)
Mmm, baby, I'm still rising
...

******* This Lyrics is NOT for Commercial use *******"
"39",39,"0K4pIOOsfJ9lK8OjrZfXzd","I Miss You","0QLXkoV7vX86QEibgLe6zQ",348626,2016,"59th Annual GRAMMY Awards  (2016)","Album Of The Year","25","Adele","https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d00001e024c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12",39,"I want every single piece of you
I want your heaven and your oceans too
Treat me soft but touch me cruel
I wanna teach you things you never knew, baby
Bring the floor up to my knees
Let me fall into your gravity
Then kiss me back to life to see
Your body standing over me

Baby, don't let the lights go down
Baby, don't let the lights go down
Baby, don't let the lights go down
Lights go down lights go down
Lights go down lights go down
Down down down

I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight, don't let go
Baby, give me light

I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight, don't let go
Baby, give me light

...

******* This Lyrics is NOT for Commercial use *******"
"40",40,"0K4pIOOsfJ9lK8OjrZfXzd","When We Were Young","7IWkJwX9C0J7tHurTD7ViL",290906,2016,"59th Annual GRAMMY Awards  (2016)","Album Of The Year","25","Adele","https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d00001e024c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12",40,"Everybody loves the things you do
From the way you talk
To the way you move
Everybody here is watching you
'Cause you feel like home
You're like a dream come true

But if by chance you're here alone
Can I have a moment?
Before I go?
'Cause I've been by myself all night long
Hoping you're someone I used to know

You look like a movie
You sound like a song
My God this reminds me, of when we were young

Let me photograph you in this light
In case it is the last time
That we might be exactly like we were
Before we realized
We were scared of getting old
It made us restless
It was just like a movie
It was just like a song

I was so scared to face my fears
Nobody told me that you'd be here
...

******* This Lyrics is NOT for Commercial use *******"
"41",41,"0K4pIOOsfJ9lK8OjrZfXzd","Remedy","7GgQi7JTG4b6J4iEF4RTjF",245426,2016,"59th Annual GRAMMY Awards  (2016)","Album Of The Year","25","Adele","https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d00001e024c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12",41,"I remember all of the things that I thought I wanted to be
So desperate to find a way out of my world and finally breathe
Right before my eyes I saw, my heart it came to life
This ain't easy, it's not meant to be
Every story has it's scars

But when the pain cuts you deep
And when the night keeps you from sleeping
Just look and you will see
That I will be your remedy
When the world seems so cruel
And your heart makes you feel like a fool
I promise you will see
...

******* This Lyrics is NOT for Commercial use *******"
"42",42,"0K4pIOOsfJ9lK8OjrZfXzd","Water Under the Bridge","4vb4mFvYsr2h6enhjJsq9Y",240426,2016,"59th Annual GRAMMY Awards  (2016)","Album Of The Year","25","Adele","https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d00001e024c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12",42,"If you're not the one for me
Then how come I can bring you to your knees?
If you're not the one for me
Why do I hate the idea of being free?

And if I'm not the one for you
You've gotta stop holding me the way you do
Oh honey if I'm not the one for you
Why have we been through what we have been through?
It's so cold out here in your wilderness
I want you to be my keeper
But not if you are so reckless

If you're gonna let me down
Let me down gently don't pretend
That you don't want me
Our love ain't water under the bridge

If you're gonna let me down
Let me down gently don't pretend
That you don't want me
Our love ain't water under the bridge
Woaah, woaaah
...

******* This Lyrics is NOT for Commercial use *******"
"43",43,"0K4pIOOsfJ9lK8OjrZfXzd","River Lea","60jkAyuEyOnQKlrppOTYYx",225426,2016,"59th Annual GRAMMY Awards  (2016)","Album Of The Year","25","Adele","https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d00001e024c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12",43,"Everybody tells me it's 'bout time that I moved on
And I need to learn to lighten up and learn how to be young
But my heart is a valley, it's so shallow and man made
I'm scared to death if I let you in that you'll see I'm just a fake
Sometimes I feel lonely in the arms of your touch
But I know that's just me cause nothing ever is enough
When I was a child I grew up by the River Lea
There was something in the water, now that something's in me
Oh I can't go back, but the reeds are growing out of my fingertips
I can't go back to the river

But it's in my roots, in my veins
It's in my blood and I stain every heart that I use to heal the pain
Oh, It's in my roots, in my veins
It's in my blood and I stain every heart that I use to heal the pain
...

******* This Lyrics is NOT for Commercial use *******"
"44",44,"0K4pIOOsfJ9lK8OjrZfXzd","Love in the Dark","6oQRvWaoFDJpTTnaWdzhXt",285946,2016,"59th Annual GRAMMY Awards  (2016)","Album Of The Year","25","Adele","https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d00001e024c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12",44,"Take your eyes off of me so I can leave
I'm far too ashamed to do it with you watching me
This is never ending, we have been here before
But I can't stay this time 'cause I don't love you anymore

Please stay where you are
Don't come any closer
Don't try to change my mind
I'm being cruel to be kind

I can't love you in the dark
It feels like we're oceans apart
There is so much space between us
Baby, we're already defeated
Ah-yeah-yeah-yeah-yeah-yeah-yeah
Everything changed me

...

******* This Lyrics is NOT for Commercial use *******"
"45",45,"0K4pIOOsfJ9lK8OjrZfXzd","Million Years Ago","5VwSwu1zeiMGAjwe9nUmzZ",227066,2016,"59th Annual GRAMMY Awards  (2016)","Album Of The Year","25","Adele","https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d00001e024c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12",45,"I only wanted to have fun
Learnin' to fly, learnin' to run
I let my heart decide the way
When I was young
Deep down I must have always known
That this would be inevitable
To earn my stripes I'd have to pay
And bare my soul

I know I'm not the only one
Who regrets the things they've done
Sometimes I just feel it's only me
Who can't stand the reflection that they see
I wish I could live a little more
Look up to the sky, not just the floor
...

******* This Lyrics is NOT for Commercial use *******"
"46",46,"0K4pIOOsfJ9lK8OjrZfXzd","All I Ask","1wMALZpuqAy7amQsFBWQ8m",271800,2016,"59th Annual GRAMMY Awards  (2016)","Album Of The Year","25","Adele","https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d00001e024c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12",46,"I will leave my heart at the door
I won't say a word
They've all been said before, you know
So why don't we just play pretend
Like we're not scared of what is coming next
Or scared of having nothing left

Look, don't get me wrong
I know there is no tomorrow
All I ask is

If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do what lovers do
It matters how this ends
...

******* This Lyrics is NOT for Commercial use *******"
"47",47,"0K4pIOOsfJ9lK8OjrZfXzd","Sweetest Devotion","7nY8TY0Wk7kBIJi2Zv8JoR",251693,2016,"59th Annual GRAMMY Awards  (2016)","Album Of The Year","25","Adele","https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d00001e024c3bbcff5e7248e415548f12","https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12",47,"With your loving
There ain't nothing
That I can't adore
The way I'm running with you honey
Means we can break every law
I find it funny that you're the only
One I never looked for
There is something in your loving
That tears down my walls

I weren't ready then
I'm ready now
I'm heading straight for you
You will only be eternally
The one that I belong to

The sweetest devotion
Hit me like an explosion
All of my life I've been frozen
The sweetest devotion I know

I'll forever be whatever
...

******* This Lyrics is NOT for Commercial use *******"
"48",48,"2QJmrSgbdM35R67eoGQo4j","Welcome To New York","6qnM0XXPZOINWA778uNqQ9",212600,2015,"58th Annual GRAMMY Awards  (2015)","Album Of The Year","1989","Taylor Swift","https://i.scdn.co/image/ab67616d0000b273c79b600289a80aaef74d155d","https://i.scdn.co/image/ab67616d00001e02c79b600289a80aaef74d155d","https://i.scdn.co/image/ab67616d00004851c79b600289a80aaef74d155d",48,"Walking through a crowd, the village is aglow
Kaleidoscope of loud heartbeats under coats
Everybody here wanted something more
Searching for a sound we hadn't heard before
And it said

Welcome to New York
It's been waiting for you
Welcome to New York
Welcome to New York

Welcome to New York
It's been waiting for you
Welcome to New York
Welcome to New York

It's a new soundtrack
I could dance to this beat, beat
Forevermore
The lights are so bright
But they never blind me, me

Welcome to New York
It's been waiting for you
Welcome to New York
Welcome to New York

When we first dropped our bags on apartment floors
...

******* This Lyrics is NOT for Commercial use *******"
